"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
545,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",116,"Simbi",545,"Mugobore",NA,"Cell","Cell"
546,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",116,"Simbi",546,"Nyangazi",NA,"Cell","Cell"
547,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",117,"Tumba",547,"Cyarwa",NA,"Cell","Cell"
548,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",117,"Tumba",548,"Cyimana",NA,"Cell","Cell"
549,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",117,"Tumba",549,"Gitwa",NA,"Cell","Cell"
550,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",117,"Tumba",550,"Mpare",NA,"Cell","Cell"
551,189,"RWA","Rwanda",2,"Amajyepfo",7,"Huye",117,"Tumba",551,"Rango B",NA,"Cell","Cell"
552,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",118,"Gacurabwenge",552,"Gihinga",NA,"Cell","Cell"
553,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",118,"Gacurabwenge",553,"Gihira",NA,"Cell","Cell"
554,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",118,"Gacurabwenge",554,"Kigembe",NA,"Cell","Cell"
555,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",118,"Gacurabwenge",555,"Nkingo",NA,"Cell","Cell"
556,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",119,"Karama",556,"Bitare",NA,"Cell","Cell"
557,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",119,"Karama",557,"Bunyonga",NA,"Cell","Cell"
558,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",119,"Karama",558,"Muganza",NA,"Cell","Cell"
559,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",119,"Karama",559,"Nyamirembe",NA,"Cell","Cell"
560,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",560,"Bugarama",NA,"Cell","Cell"
561,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",561,"Cubi",NA,"Cell","Cell"
562,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",562,"Kayonza",NA,"Cell","Cell"
563,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",563,"Kirwa",NA,"Cell","Cell"
564,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",564,"Mataba",NA,"Cell","Cell"
565,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",120,"Kayenzi",565,"Nyamirama",NA,"Cell","Cell"
566,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",121,"Kayumbu",566,"Busoro",NA,"Cell","Cell"
567,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",121,"Kayumbu",567,"Gaseke",NA,"Cell","Cell"
568,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",121,"Kayumbu",568,"Giko",NA,"Cell","Cell"
569,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",121,"Kayumbu",569,"Muyange",NA,"Cell","Cell"
570,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",122,"Mugina",570,"Jenda",NA,"Cell","Cell"
571,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",122,"Mugina",571,"Kabugondo",NA,"Cell","Cell"
572,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",122,"Mugina",572,"Mbati",NA,"Cell","Cell"
573,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",122,"Mugina",573,"Mugina",NA,"Cell","Cell"
574,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",122,"Mugina",574,"Nteko",NA,"Cell","Cell"
575,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",575,"Buhoro",NA,"Cell","Cell"
576,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",576,"Cyambwe",NA,"Cell","Cell"
577,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",577,"Karengera",NA,"Cell","Cell"
578,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",578,"Kivumu",NA,"Cell","Cell"
579,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",579,"Mpushi",NA,"Cell","Cell"
580,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",123,"Musambira",580,"Rukambura",NA,"Cell","Cell"
581,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",124,"Ngamba",581,"Kabuga",NA,"Cell","Cell"
582,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",124,"Ngamba",582,"Kazirabonde",NA,"Cell","Cell"
583,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",124,"Ngamba",583,"Marembo",NA,"Cell","Cell"
584,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",125,"Nyamiyaga",584,"Bibungo",NA,"Cell","Cell"
585,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",125,"Nyamiyaga",585,"Kabashumba",NA,"Cell","Cell"
586,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",125,"Nyamiyaga",586,"Kidahwe",NA,"Cell","Cell"
587,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",125,"Nyamiyaga",587,"Mukinga",NA,"Cell","Cell"
588,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",125,"Nyamiyaga",588,"Ngoma",NA,"Cell","Cell"
589,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",126,"Nyarubaka",589,"Gitare",NA,"Cell","Cell"
590,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",126,"Nyarubaka",590,"Kambyeyi",NA,"Cell","Cell"
591,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",126,"Nyarubaka",591,"Kigusa",NA,"Cell","Cell"
592,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",126,"Nyarubaka",592,"Nyagishubi",NA,"Cell","Cell"
593,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",126,"Nyarubaka",593,"Ruyanza",NA,"Cell","Cell"
594,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",127,"Rugarika",594,"Bihembe",NA,"Cell","Cell"
595,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",127,"Rugarika",595,"Kigese",NA,"Cell","Cell"
596,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",127,"Rugarika",596,"Masaka",NA,"Cell","Cell"
597,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",127,"Rugarika",597,"Nyarubuye",NA,"Cell","Cell"
598,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",127,"Rugarika",598,"Sheli",NA,"Cell","Cell"
599,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",599,"Bugoba",NA,"Cell","Cell"
600,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",600,"Buguri",NA,"Cell","Cell"
601,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",601,"Gishyeshye",NA,"Cell","Cell"
602,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",602,"Murehe",NA,"Cell","Cell"
603,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",603,"Mwirute",NA,"Cell","Cell"
604,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",604,"Remera",NA,"Cell","Cell"
605,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",128,"Rukoma",605,"Taba",NA,"Cell","Cell"
606,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",129,"Runda",606,"Gihara",NA,"Cell","Cell"
607,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",129,"Runda",607,"Kabagesera",NA,"Cell","Cell"
608,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",129,"Runda",608,"Kagina",NA,"Cell","Cell"
609,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",129,"Runda",609,"Muganza",NA,"Cell","Cell"
610,189,"RWA","Rwanda",2,"Amajyepfo",8,"Kamonyi",129,"Runda",610,"Ruyenzi",NA,"Cell","Cell"
611,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",611,"Biringaga",NA,"Cell","Cell"
612,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",612,"Kigarama",NA,"Cell","Cell"
613,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",613,"Kivumu",NA,"Cell","Cell"
614,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",614,"Makera",NA,"Cell","Cell"
615,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",615,"Nyarunyinya",NA,"Cell","Cell"
616,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",130,"Cyeza",616,"Shori",NA,"Cell","Cell"
617,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",617,"Buramba",NA,"Cell","Cell"
618,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",618,"Butare",NA,"Cell","Cell"
619,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",619,"Kabuye",NA,"Cell","Cell"
620,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",620,"Kavumu",NA,"Cell","Cell"
621,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",621,"Kibyimba",NA,"Cell","Cell"
622,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",622,"Ngarama",NA,"Cell","Cell"
623,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",623,"Ngoma",NA,"Cell","Cell"
624,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",131,"Kabacuzi",624,"Sholi",NA,"Cell","Cell"
625,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",625,"Gisharu",NA,"Cell","Cell"
626,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",626,"Gitega",NA,"Cell","Cell"
627,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",627,"Jurwe",NA,"Cell","Cell"
628,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",628,"Mubuga",NA,"Cell","Cell"
629,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",629,"Rubyiniro",NA,"Cell","Cell"
630,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",132,"Kibangu",630,"Ryakanimba",NA,"Cell","Cell"
631,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",133,"Kiyumba",631,"Budende",NA,"Cell","Cell"
632,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",133,"Kiyumba",632,"Ndago",NA,"Cell","Cell"
633,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",133,"Kiyumba",633,"Remera",NA,"Cell","Cell"
634,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",133,"Kiyumba",634,"Ruhina",NA,"Cell","Cell"
635,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",133,"Kiyumba",635,"Rukeri",NA,"Cell","Cell"
636,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",134,"Muhanga",636,"Kanyinya",NA,"Cell","Cell"
637,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",134,"Muhanga",637,"Nganzo",NA,"Cell","Cell"
638,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",134,"Muhanga",638,"Nyamirama",NA,"Cell","Cell"
639,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",134,"Muhanga",639,"Remera",NA,"Cell","Cell"
640,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",134,"Muhanga",640,"Tyazo",NA,"Cell","Cell"
641,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",641,"Matyazo",NA,"Cell","Cell"
642,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",642,"Munazi",NA,"Cell","Cell"
643,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",643,"Nyagasozi",NA,"Cell","Cell"
644,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",644,"Rukaragata",NA,"Cell","Cell"
645,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",645,"Rwasare",NA,"Cell","Cell"
646,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",135,"Mushishiro",646,"Rwigerero",NA,"Cell","Cell"
647,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",136,"Nyabinoni",647,"Gashorera",NA,"Cell","Cell"
648,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",136,"Nyabinoni",648,"Masangano",NA,"Cell","Cell"
649,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",136,"Nyabinoni",649,"Mbuga",NA,"Cell","Cell"
650,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",136,"Nyabinoni",650,"Muvumba",NA,"Cell","Cell"
651,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",136,"Nyabinoni",651,"Nyarusozi",NA,"Cell","Cell"
652,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",137,"Nyamabuye",652,"Gahogo",NA,"Cell","Cell"
653,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",137,"Nyamabuye",653,"Gifumba",NA,"Cell","Cell"
654,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",137,"Nyamabuye",654,"Gitarama",NA,"Cell","Cell"
655,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",137,"Nyamabuye",655,"Remera",NA,"Cell","Cell"
656,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",138,"Nyarusange",656,"Mbiriri",NA,"Cell","Cell"
657,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",138,"Nyarusange",657,"Musongati",NA,"Cell","Cell"
658,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",138,"Nyarusange",658,"Ngaru",NA,"Cell","Cell"
659,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",138,"Nyarusange",659,"Rusovu",NA,"Cell","Cell"
660,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",139,"Rongi",660,"Gasagara",NA,"Cell","Cell"
661,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",139,"Rongi",661,"Gasharu",NA,"Cell","Cell"
662,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",139,"Rongi",662,"Karambo",NA,"Cell","Cell"
663,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",139,"Rongi",663,"Nyamirambo",NA,"Cell","Cell"
664,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",139,"Rongi",664,"Ruhango",NA,"Cell","Cell"
665,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",140,"Rugendabari",665,"Gasave",NA,"Cell","Cell"
666,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",140,"Rugendabari",666,"Kanyana",NA,"Cell","Cell"
667,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",140,"Rugendabari",667,"Kibaga",NA,"Cell","Cell"
668,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",140,"Rugendabari",668,"Mpinga",NA,"Cell","Cell"
669,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",140,"Rugendabari",669,"Nsanga",NA,"Cell","Cell"
670,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",141,"Shyogwe",670,"Kinini",NA,"Cell","Cell"
671,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",141,"Shyogwe",671,"Mbare",NA,"Cell","Cell"
672,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",141,"Shyogwe",672,"Mubuga",NA,"Cell","Cell"
673,189,"RWA","Rwanda",2,"Amajyepfo",9,"Muhanga",141,"Shyogwe",673,"Ruli",NA,"Cell","Cell"
674,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",674,"Bushigishigi",NA,"Cell","Cell"
675,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",675,"Byimana",NA,"Cell","Cell"
676,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",676,"Gifurwe",NA,"Cell","Cell"
677,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",677,"Kizimyamuriro",NA,"Cell","Cell"
678,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",678,"Munini",NA,"Cell","Cell"
679,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",142,"Buruhukiro",679,"Rambya",NA,"Cell","Cell"
680,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",680,"Gitega",NA,"Cell","Cell"
681,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",681,"Karama",NA,"Cell","Cell"
682,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",682,"Kiyumba",NA,"Cell","Cell"
683,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",683,"Ngoma",NA,"Cell","Cell"
684,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",684,"Nyanza",NA,"Cell","Cell"
685,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",143,"Cyanika",685,"Nyanzoga",NA,"Cell","Cell"
686,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",686,"Kigeme",NA,"Cell","Cell"
687,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",687,"Ngiryi",NA,"Cell","Cell"
688,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",688,"Nyabivumu",NA,"Cell","Cell"
689,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",689,"Nyamugari",NA,"Cell","Cell"
690,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",690,"Nzega",NA,"Cell","Cell"
691,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",144,"Gasaka",691,"Remera",NA,"Cell","Cell"
692,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",145,"Gatare",692,"Bakopfu",NA,"Cell","Cell"
693,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",145,"Gatare",693,"Gatare",NA,"Cell","Cell"
694,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",145,"Gatare",694,"Mukongoro",NA,"Cell","Cell"
695,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",145,"Gatare",695,"Ruganda",NA,"Cell","Cell"
696,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",145,"Gatare",696,"Shyeru",NA,"Cell","Cell"
697,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",146,"Kaduha",697,"Kavumu",NA,"Cell","Cell"
698,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",146,"Kaduha",698,"Murambi",NA,"Cell","Cell"
699,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",146,"Kaduha",699,"Musenyi",NA,"Cell","Cell"
700,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",146,"Kaduha",700,"Nyabisindu",NA,"Cell","Cell"
701,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",146,"Kaduha",701,"Nyamiyaga",NA,"Cell","Cell"
702,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",702,"Bwama",NA,"Cell","Cell"
703,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",703,"Kamegeri",NA,"Cell","Cell"
704,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",704,"Kirehe",NA,"Cell","Cell"
705,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",705,"Kizi",NA,"Cell","Cell"
706,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",706,"Nyarusiza",NA,"Cell","Cell"
707,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",147,"Kamegeri",707,"Rususa",NA,"Cell","Cell"
708,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",708,"Bugarama",NA,"Cell","Cell"
709,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",709,"Bugarura",NA,"Cell","Cell"
710,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",710,"Gashiha",NA,"Cell","Cell"
711,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",711,"Karambo",NA,"Cell","Cell"
712,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",712,"Ruhunga",NA,"Cell","Cell"
713,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",148,"Kibirizi",713,"Uwindekezi",NA,"Cell","Cell"
714,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",149,"Kibumbwe",714,"Bwenda",NA,"Cell","Cell"
715,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",149,"Kibumbwe",715,"Gakanka",NA,"Cell","Cell"
716,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",149,"Kibumbwe",716,"Kibibi",NA,"Cell","Cell"
717,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",149,"Kibumbwe",717,"Nyakiza",NA,"Cell","Cell"
718,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",150,"Kitabi",718,"Kagano",NA,"Cell","Cell"
719,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",150,"Kitabi",719,"Mujuga",NA,"Cell","Cell"
720,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",150,"Kitabi",720,"Mukungu",NA,"Cell","Cell"
721,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",150,"Kitabi",721,"Shaba",NA,"Cell","Cell"
722,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",150,"Kitabi",722,"Uwingugu",NA,"Cell","Cell"
723,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",151,"Mbazi",723,"Manwari",NA,"Cell","Cell"
724,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",151,"Mbazi",724,"Mutiwingoma",NA,"Cell","Cell"
725,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",151,"Mbazi",725,"Ngambi",NA,"Cell","Cell"
726,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",151,"Mbazi",726,"Ngara",NA,"Cell","Cell"
727,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",727,"Gitondorero",NA,"Cell","Cell"
728,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",728,"Gitwa",NA,"Cell","Cell"
729,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",729,"Ruhinga",NA,"Cell","Cell"
730,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",730,"Sovu",NA,"Cell","Cell"
731,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",731,"Suti",NA,"Cell","Cell"
732,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",152,"Mugano",732,"Yonde",NA,"Cell","Cell"
733,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",733,"Gasave",NA,"Cell","Cell"
734,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",734,"Jenda",NA,"Cell","Cell"
735,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",735,"Masagara",NA,"Cell","Cell"
736,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",736,"Masangano",NA,"Cell","Cell"
737,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",737,"Masizi",NA,"Cell","Cell"
738,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",153,"Musange",738,"Nyagisozi",NA,"Cell","Cell"
739,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",739,"Gatovu",NA,"Cell","Cell"
740,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",740,"Nyarurambi",NA,"Cell","Cell"
741,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",741,"Rugano",NA,"Cell","Cell"
742,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",742,"Runege",NA,"Cell","Cell"
743,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",743,"Rusekera",NA,"Cell","Cell"
744,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",154,"Musebeya",744,"Sekera",NA,"Cell","Cell"
745,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",155,"Mushubi",745,"Buteteri",NA,"Cell","Cell"
746,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",155,"Mushubi",746,"Cyobe",NA,"Cell","Cell"
747,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",155,"Mushubi",747,"Gashwati",NA,"Cell","Cell"
748,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",156,"Nkomane",748,"Bitandara",NA,"Cell","Cell"
749,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",156,"Nkomane",749,"Musaraba",NA,"Cell","Cell"
750,189,"RWA","Rwanda",2,"Amajyepfo",10,"Nyamagabe",156,"Nkomane",750,"Mutengeri",NA,"Cell","Cell"
